Year,Region,Building Type,gap_lag1
2021,Wellington Region,Industrial,-0.46258767518422594
2022,Wellington Region,Industrial,-0.6465327663686518
2023,Wellington Region,Industrial,-0.7782519620806427
2024,Wellington Region,Industrial,-0.8383711526771975
2001,Wellington Region,Residential,3.1729486251555823
2002,Wellington Region,Residential,3.1847459907066984
2003,Wellington Region,Residential,3.1860162361295075
2004,Wellington Region,Residential,3.204616895856052
2005,Wellington Region,Residential,3.212778818337937
2006,Wellington Region,Residential,3.180363995257059
2007,Wellington Region,Residential,3.137752135064659
2008,Wellington Region,Residential,3.1266877365328805
2009,Wellington Region,Residential,3.1263722369954294
2010,Wellington Region,Residential,3.1658073669939792
2011,Wellington Region,Residential,3.0582503134468997
2012,Wellington Region,Residential,2.937968168028478
2013,Wellington Region,Residential,2.9273469888649437
2014,Wellington Region,Residential,2.9658541166960006
2015,Wellington Region,Residential,3.008140559778762
2016,Wellington Region,Residential,3.038311911708953
2017,Wellington Region,Residential,3.0481169407132445
2018,Wellington Region,Residential,3.1111242297091106
2019,Wellington Region,Residential,3.0876114332124445
2020,Wellington Region,Residential,3.1736525549826524
2021,Wellington Region,Residential,3.2311960512940017
2022,Wellington Region,Residential,3.2923621152359317
2023,Wellington Region,Residential,3.3558177834716325
2024,Wellington Region,Residential,3.3267910041005386
2001,Wellington Region,Sociocultural,-0.912056530672106
2002,Wellington Region,Sociocultural,-0.8783839405470815
2003,Wellington Region,Sociocultural,-0.7903259681412189
2004,Wellington Region,Sociocultural,-0.744428135688671
2005,Wellington Region,Sociocultural,-0.7458832131158619
2006,Wellington Region,Sociocultural,-0.837588171458787
2007,Wellington Region,Sociocultural,-0.9244768474385534
2008,Wellington Region,Sociocultural,-0.9220200177951172
2009,Wellington Region,Sociocultural,-0.9283461244689963
2010,Wellington Region,Sociocultural,-0.8452321295934819
2011,Wellington Region,Sociocultural,-0.9349433643919056
2012,Wellington Region,Sociocultural,-1.0134357941235201
2013,Wellington Region,Sociocultural,-0.9794803562309511
2014,Wellington Region,Sociocultural,-1.0330520523745905
2015,Wellington Region,Sociocultural,-1.0358099886919323
2016,Wellington Region,Sociocultural,-1.0658526966941233
2017,Wellington Region,Sociocultural,-1.1214376852806218
2018,Wellington Region,Sociocultural,-1.2616000123024582
2019,Wellington Region,Sociocultural,-1.4509506758537416
2020,Wellington Region,Sociocultural,-1.387455744576135
2021,Wellington Region,Sociocultural,-1.33889358295119
2022,Wellington Region,Sociocultural,-1.3859606994926033
2023,Wellington Region,Sociocultural,-1.510036935346002
2024,Wellington Region,Sociocultural,-1.3596680763104843
2001,Wellington Region,Temporary Accommodation,-1.9718289860239522
2002,Wellington Region,Temporary Accommodation,-1.831986380858594
2003,Wellington Region,Temporary Accommodation,-1.749939382002673
2004,Wellington Region,Temporary Accommodation,-1.7679381198152782
2005,Wellington Region,Temporary Accommodation,-1.80089186430184
2006,Wellington Region,Temporary Accommodation,-1.603667821509764
2007,Wellington Region,Temporary Accommodation,-1.4264233895634142
2008,Wellington Region,Temporary Accommodation,-1.4553184974131668
2009,Wellington Region,Temporary Accommodation,-1.6147592728475981
2010,Wellington Region,Temporary Accommodation,-1.6421761038350708
2011,Wellington Region,Temporary Accommodation,-1.6714898604864068
2012,Wellington Region,Temporary Accommodation,-1.6900536727322546
2013,Wellington Region,Temporary Accommodation,-1.644681606400337
2014,Wellington Region,Temporary Accommodation,-1.6843521229990355
2015,Wellington Region,Temporary Accommodation,-1.7816009027372997
2016,Wellington Region,Temporary Accommodation,-1.973409748599524
2017,Wellington Region,Temporary Accommodation,-2.094615791556828
2018,Wellington Region,Temporary Accommodation,-2.0966277800978474
2019,Wellington Region,Temporary Accommodation,-2.2382850714733884
2020,Wellington Region,Temporary Accommodation,-2.290674394882937
2021,Wellington Region,Temporary Accommodation,-2.4890636812841493
2022,Wellington Region,Temporary Accommodation,-2.5554473277473697
2023,Wellington Region,Temporary Accommodation,-2.5555393987001636
2024,Wellington Region,Temporary Accommodation,-2.5993589632384992
